signature,boot_mean,boot_median,boot_lo95,boot_hi95,boot_selected_frac,n_boots,cell_line,reference_set,bootstrap_seed,cache_max_delta,cache_sha256,cache_n_ref_full,cache_n_ref_restricted,cosmic_source,mutationalpatterns_version
SBS44,0.26654587642595245,0,0,0,0.005,200,TOV2881EP,restricted,242899820,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS5,121.94603644084205,123.83683529488883,0,231.3370912967966,0.905,200,TOV2881EP,restricted,242899820,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS6,10.756644352252762,0,0,87.6387382088144,0.195,200,TOV2881EP,restricted,242899820,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS8,44.46900693892619,48.141878036422746,0,111.492144526188,0.7,200,TOV2881EP,restricted,242899820,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS1,2.415514557261437,0,0,37.43377865493319,0.065,200,TOV2929D,restricted,255922362,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS10a,0,0,0,0,0,200,TOV2929D,restricted,255922362,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS10b,0.8990222149831524,0,0,22.666980324056187,0.035,200,TOV2929D,restricted,255922362,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS10c,0,0,0,0,0,200,TOV2929D,restricted,255922362,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS10d,0,0,0,0,0,200,TOV2929D,restricted,255922362,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS13,0,0,0,0,0,200,TOV2929D,restricted,255922362,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS14,0.13684237607308472,0,0,0,0.005,200,TOV2929D,restricted,255922362,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS15,13.101908961724975,0,0,113.10253926183191,0.155,200,TOV2929D,restricted,255922362,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS17a,0,0,0,0,0,200,TOV2929D,restricted,255922362,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS17b,0,0,0,0,0,200,TOV2929D,restricted,255922362,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS18,142.6708696071545,139.0650515776837,88.74728215148299,198.62632753018346,1,200,TOV2929D,restricted,255922362,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS2,0.21482874705060567,0,0,0,0.01,200,TOV2929D,restricted,255922362,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS20,0.27295136744863274,0,0,0,0.005,200,TOV2929D,restricted,255922362,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS21,0.37394708068079724,0,0,0,0.01,200,TOV2929D,restricted,255922362,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS26,0.2566782278453747,0,0,0,0.005,200,TOV2929D,restricted,255922362,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS28,0,0,0,0,0,200,TOV2929D,restricted,255922362,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS3,258.41146986581225,260.25153255138105,0,414.3276312931201,0.96,200,TOV2929D,restricted,255922362,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS40,33.53175050664244,0,0,219.34420613351773,0.215,200,TOV2929D,restricted,255922362,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS44,0,0,0,0,0,200,TOV2929D,restricted,255922362,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS5,206.60159499731927,210.3966376912707,0,325.53433626624116,0.945,200,TOV2929D,restricted,255922362,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS6,108.70623673264043,118.07930455076875,0,162.46233190835292,0.89,200,TOV2929D,restricted,255922362,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS8,81.41567967402203,107.90472396052661,0,181.75025229459783,0.655,200,TOV2929D,restricted,255922362,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS1,23.859375011552135,24.820968566592263,0,43.23799999477916,0.91,200,TOV3121D,restricted,256581786,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS10a,0.16682426463287856,0,0,0,0.02,200,TOV3121D,restricted,256581786,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS10b,5.665075651879526,0,0,19.103657647889694,0.415,200,TOV3121D,restricted,256581786,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS10c,0.06308986690804963,0,0,0,0.005,200,TOV3121D,restricted,256581786,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS10d,0.12014741277688878,0,0,0,0.01,200,TOV3121D,restricted,256581786,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS13,2.4893010628802923,0,0,12.869246527162568,0.23,200,TOV3121D,restricted,256581786,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS14,2.8996137033284453,0,0,19.583670754995662,0.19,200,TOV3121D,restricted,256581786,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS15,1.838887378033117,0,0,22.754990907485094,0.09,200,TOV3121D,restricted,256581786,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS17a,1.1487483482053265,0,0,12.795374013500924,0.1,200,TOV3121D,restricted,256581786,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS17b,0,0,0,0,0,200,TOV3121D,restricted,256581786,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS18,8.105176318052594,0,0,35.43003673197891,0.365,200,TOV3121D,restricted,256581786,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS2,6.436053037113633,7.878076643596094,0,18.218892916631,0.545,200,TOV3121D,restricted,256581786,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS20,1.4526492219882423,0,0,16.905251049936503,0.095,200,TOV3121D,restricted,256581786,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS21,1.363267803782785,0,0,15.485637611810366,0.1,200,TOV3121D,restricted,256581786,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS26,0.2591682815731707,0,0,0,0.015,200,TOV3121D,restricted,256581786,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS28,0,0,0,0,0,200,TOV3121D,restricted,256581786,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS3,89.0347793922621,87.75977279928952,0,155.44367130949166,0.965,200,TOV3121D,restricted,256581786,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS40,27.428240496794007,0,0,119.60588232621357,0.465,200,TOV3121D,restricted,256581786,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS44,0,0,0,0,0,200,TOV3121D,restricted,256581786,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS5,108.3179666960609,105.87448130947047,44.63309837551662,189.26772173354993,0.995,200,TOV3121D,restricted,256581786,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS6,28.333034820938412,28.316374073123804,0,62.73018386107516,0.815,200,TOV3121D,restricted,256581786,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS8,6.569874757475123,0,0,39.883648637619316,0.27,200,TOV3121D,restricted,256581786,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS1,22.6326015766248,25.090474405772866,0,48.408486732582574,0.8,200,TOV3121EP,restricted,220867932,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS10a,0.6635985561188044,0,0,11.134675505489726,0.055,200,TOV3121EP,restricted,220867932,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS10b,0.7160499576851151,0,0,12.149019482264974,0.055,200,TOV3121EP,restricted,220867932,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS10c,0,0,0,0,0,200,TOV3121EP,restricted,220867932,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS10d,0,0,0,0,0,200,TOV3121EP,restricted,220867932,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS13,0.42638923982234406,0,0,10.959119041567687,0.035,200,TOV3121EP,restricted,220867932,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS14,1.4931042319307395,0,0,21.399428426676224,0.075,200,TOV3121EP,restricted,220867932,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS15,8.642217146067711,0,0,47.771964702308566,0.27,200,TOV3121EP,restricted,220867932,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS17a,0.4030492913923202,0,0,10.39523149646039,0.035,200,TOV3121EP,restricted,220867932,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS17b,0,0,0,0,0,200,TOV3121EP,restricted,220867932,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS18,53.0493723797892,53.31030117456085,18.253285659724888,84.30639684904489,0.98,200,TOV3121EP,restricted,220867932,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS2,3.0053573572328927,0,0,15.61519007508782,0.25,200,TOV3121EP,restricted,220867932,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS20,0.10745072381003982,0,0,0,0.005,200,TOV3121EP,restricted,220867932,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS21,8.534272761631621,0,0,30.16787714184717,0.42,200,TOV3121EP,restricted,220867932,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS26,0.3107598844393794,0,0,0,0.015,200,TOV3121EP,restricted,220867932,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS28,0,0,0,0,0,200,TOV3121EP,restricted,220867932,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS3,141.77896011922104,145.16218030186414,53.92271446439627,232.68044433289361,0.995,200,TOV3121EP,restricted,220867932,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS40,45.171925008164536,34.683108196957946,0,149.90876862768582,0.56,200,TOV3121EP,restricted,220867932,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS44,0,0,0,0,0,200,TOV3121EP,restricted,220867932,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS5,49.28134166480161,46.82014631421603,0,138.15626755926112,0.705,200,TOV3121EP,restricted,220867932,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS6,36.58733358696978,39.66300217651345,0,81.48772441123639,0.755,200,TOV3121EP,restricted,220867932,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS8,15.683640737197214,0,0,60.70884314267472,0.415,200,TOV3121EP,restricted,220867932,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS1,12.161075396179124,13.514312654739847,0,38.09520998876527,0.525,200,TOV3133D,restricted,203251558,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS10a,0,0,0,0,0,200,TOV3133D,restricted,203251558,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS10b,0.06605487066636855,0,0,0,0.005,200,TOV3133D,restricted,203251558,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS10c,0,0,0,0,0,200,TOV3133D,restricted,203251558,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS10d,0,0,0,0,0,200,TOV3133D,restricted,203251558,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS13,4.509444952148148,0,0,17.490828137819086,0.325,200,TOV3133D,restricted,203251558,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS14,1.393780189115542,0,0,19.44768775652916,0.08,200,TOV3133D,restricted,203251558,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS15,1.4774216363554835,0,0,23.811093987477935,0.06,200,TOV3133D,restricted,203251558,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS17a,1.4749554183349753,0,0,14.903124996148982,0.115,200,TOV3133D,restricted,203251558,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS17b,0,0,0,0,0,200,TOV3133D,restricted,203251558,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS18,58.86065409144422,61.31633918553868,27.453730600343285,87.76718245260295,0.995,200,TOV3133D,restricted,203251558,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS2,0.46819191562837636,0,0,10.833668825325885,0.04,200,TOV3133D,restricted,203251558,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS20,3.098809670263012,0,0,27.526959462403166,0.14,200,TOV3133D,restricted,203251558,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS21,0.5123813374272846,0,0,13.553193763692402,0.03,200,TOV3133D,restricted,203251558,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS26,0.122269132822706,0,0,0,0.005,200,TOV3133D,restricted,203251558,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS28,0,0,0,0,0,200,TOV3133D,restricted,203251558,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS3,124.45561220821227,128.83629140827816,35.28658416035294,196.314180294313,0.985,200,TOV3133D,restricted,203251558,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS40,14.285543698161018,0,0,96.31434366263012,0.23,200,TOV3133D,restricted,203251558,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS44,0,0,0,0,0,200,TOV3133D,restricted,203251558,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS5,114.94417995221042,115.78272068646532,39.18698616886947,191.942470291122,0.98,200,TOV3133D,restricted,203251558,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS6,38.75253517449759,40.97835895339337,0,74.4736466990075,0.84,200,TOV3133D,restricted,203251558,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS8,17.464278616956012,0,0,73.87552950303596,0.42,200,TOV3133D,restricted,203251558,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS1,30.58632989976901,31.699908335807528,0,54.91924961811046,0.93,200,TOV3133G,restricted,15685347,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS10a,0.0518043419541936,0,0,0,0.005,200,TOV3133G,restricted,15685347,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS10b,1.4499934042580211,0,0,14.705345533728568,0.105,200,TOV3133G,restricted,15685347,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS10c,0,0,0,0,0,200,TOV3133G,restricted,15685347,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS10d,0.04985798889110348,0,0,0,0.005,200,TOV3133G,restricted,15685347,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS13,4.717300099145165,0,0,18.880788022558434,0.325,200,TOV3133G,restricted,15685347,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS14,1.5492159388953413,0,0,21.18457988216232,0.075,200,TOV3133G,restricted,15685347,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS15,2.571408246743261,0,0,29.706153018260814,0.11,200,TOV3133G,restricted,15685347,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS17a,0.24590585945750915,0,0,0,0.02,200,TOV3133G,restricted,15685347,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS17b,0,0,0,0,0,200,TOV3133G,restricted,15685347,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS18,19.28872487542017,20.211507798210334,0,53.72928964578316,0.555,200,TOV3133G,restricted,15685347,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS2,1.1643083933903917,0,0,11.81779246399462,0.105,200,TOV3133G,restricted,15685347,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS20,4.478634996943341,0,0,29.42401628328319,0.195,200,TOV3133G,restricted,15685347,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS21,0.22117656590879528,0,0,0,0.015,200,TOV3133G,restricted,15685347,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS26,0.33776365591851143,0,0,0,0.015,200,TOV3133G,restricted,15685347,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS28,0,0,0,0,0,200,TOV3133G,restricted,15685347,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS3,107.47073518623698,102.5034016869676,0,209.7113876232167,0.95,200,TOV3133G,restricted,15685347,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS40,23.36763344033486,0,0,135.54522226268023,0.285,200,TOV3133G,restricted,15685347,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS44,0,0,0,0,0,200,TOV3133G,restricted,15685347,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS5,157.51968044617362,158.07735951282683,66.64262881351729,247.35222910610375,0.995,200,TOV3133G,restricted,15685347,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS6,19.639600296937903,16.17301542382274,0,67.17835427737475,0.535,200,TOV3133G,restricted,15685347,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS8,42.17508181898127,46.50883197668355,0,94.45963441004292,0.76,200,TOV3133G,restricted,15685347,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS1,31.786748682375404,31.633740816463117,14.252962551186219,50.40236321454751,0.995,200,OV3331,restricted,32520021,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS10a,0,0,0,0,0,200,OV3331,restricted,32520021,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS10b,2.5032207734495766,0,0,16.709133574146744,0.2,200,OV3331,restricted,32520021,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS10c,0,0,0,0,0,200,OV3331,restricted,32520021,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS10d,0,0,0,0,0,200,OV3331,restricted,32520021,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS13,0.32253856250549984,0,0,8.698145457388774,0.035,200,OV3331,restricted,32520021,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS14,0,0,0,0,0,200,OV3331,restricted,32520021,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS15,20.77977130718684,21.44922735994819,0,52.45167062937467,0.71,200,OV3331,restricted,32520021,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS17a,4.781137105817157,0,0,17.201107730450587,0.39,200,OV3331,restricted,32520021,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
