level,id,subtype,n,spearman,pearson,p_value,q_value,inference_note
per_gene,CPSF1,NA,30,0.0523,-0.0022,0.7838,0.8333,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CPSF2,NA,30,-0.0723,0.0302,0.7042,0.7672,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CPSF3,NA,30,0.4171,0.4397,0.02183,0.04768,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CPSF4,NA,30,0.1818,0.1632,0.3364,0.4298,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CPSF6,NA,30,-0.0919,-0.0061,0.6292,0.7013,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CPSF7,NA,30,0.3255,0.3763,0.07925,0.1343,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CPT1A,NA,30,0.6547,0.7028,8.655e-5,6.014e-4,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CPT2,NA,30,0.5778,0.6158,8.276e-4,0.003531,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CPVL,NA,30,0.5795,0.5246,7.905e-4,0.003399,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CPXM1,NA,23,0.2145,0.5383,0.3257,0.4198,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CRABP1,NA,19,0.6992,0.8692,8.638e-4,0.003646,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CRABP2,NA,30,0.8336,0.8689,1.072e-8,6.725e-7,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CRAT,NA,30,0.7651,0.7124,8.488e-7,1.748e-5,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CRB2,NA,19,0.7035,0.8604,7.773e-4,0.003361,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CRBN,NA,30,0.5128,0.477,0.003761,0.01158,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CRCP,NA,30,-0.0149,0.1011,0.9377,0.9536,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CREB1,NA,30,0.2409,0.4178,0.1996,0.284,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CREB5,NA,30,0.2885,0.4529,0.122,0.1898,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CREBBP,NA,30,0.3121,0.3395,0.09312,0.1527,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CREG1,NA,30,0.4363,0.4236,0.01595,0.03695,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CRELD1,NA,30,0.677,0.6254,3.989e-5,3.307e-4,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CRELD2,NA,30,0.5186,0.6002,0.003326,0.01053,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CREM,NA,30,0.4732,0.5421,0.008267,0.02208,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CRIM1,NA,30,0.5782,0.6239,8.182e-4,0.003504,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CRIP1,NA,30,0.8616,0.7466,9.719e-10,1.201e-7,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CRIP2,NA,30,0.9159,0.8417,1.288e-12,1.478e-9,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CRIPT,NA,30,0.1818,0.2508,0.3364,0.4298,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CRK,NA,30,0.7597,0.7209,1.121e-6,2.129e-5,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CRKL,NA,30,0.4309,0.8523,0.01744,0.03972,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CRLF3,NA,30,0.4714,0.5799,0.008547,0.02261,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CRMP1,NA,17,0.5858,0.8093,0.01348,0.03245,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CRNKL1,NA,30,0.2841,0.2656,0.1281,0.1979,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CROCC,NA,30,0.2992,0.3963,0.1082,0.1721,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CROCC2,NA,24,0.2974,0.1899,0.1582,0.2353,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CROT,NA,30,0.5693,0.6969,0.001026,0.004192,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CRTAP,NA,30,0.7611,0.7659,1.047e-6,2.026e-5,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CRTC1,NA,19,0.1719,0.2618,0.4815,0.5705,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CRTC2,NA,30,0.3731,0.3496,0.0423,0.08185,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CRTC3,NA,30,0.4318,0.4445,0.01718,0.03923,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CRYAB,NA,30,0.6596,0.6924,7.338e-5,5.296e-4,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CRYBG1,NA,30,0.7628,0.7026,9.54e-7,1.892e-5,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CRYBG3,NA,19,0.2561,0.2023,0.2898,0.3824,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CRYL1,NA,30,0.4785,0.5343,0.007473,0.02037,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CRYM,NA,24,0.0831,0.6007,0.6996,0.7639,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CRYZ,NA,30,0.6396,0.4764,1.416e-4,8.898e-4,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CRYZL1,NA,30,0.7353,0.7357,3.69e-6,5.302e-5,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CS,NA,30,0.3851,0.357,0.0356,0.07079,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CSDE1,NA,30,0.5337,0.5603,0.002387,0.008094,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CSE1L,NA,30,0.4425,0.4718,0.01434,0.03401,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CSF1,NA,23,0.1996,0.2789,0.3612,0.4545,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CSGALNACT1,NA,13,0.3516,0.6507,0.2387,0.3272,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CSGALNACT2,NA,23,0.4713,0.504,0.02318,0.04999,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CSK,NA,30,0.2783,0.3531,0.1364,0.208,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CSNK1A1,NA,30,0.3433,0.3577,0.06329,0.1123,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CSNK1D,NA,30,0.1119,0.1007,0.556,0.6366,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CSNK1E,NA,30,0.3713,0.3398,0.04337,0.0835,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CSNK1G1,NA,30,0.3909,0.314,0.0327,0.066,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CSNK1G3,NA,30,0.1853,0.1126,0.3269,0.4211,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CSNK2A1,NA,30,0.1497,0.1573,0.4297,0.5214,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CSNK2A2,NA,30,0.1377,-0.0598,0.468,0.5587,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CSNK2B,NA,30,0.0687,0.1273,0.7181,0.7785,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CSPG4,NA,13,0.3791,0.8646,0.2014,0.2859,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CSRP1,NA,30,0.713,0.6707,9.795e-6,1.114e-4,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CSRP2,NA,30,0.8309,0.7838,1.316e-8,7.888e-7,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CST3,NA,30,0.6872,0.6869,2.731e-5,2.443e-4,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CST6,NA,30,0.6166,0.8137,2.847e-4,0.001542,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CSTB,NA,30,0.4825,0.602,0.006921,0.01911,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CSTF1,NA,30,0.2654,0.2994,0.1563,0.233,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CSTF2,NA,30,0.4585,0.4518,0.01083,0.0274,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CSTF2T,NA,30,0.3895,0.4465,0.03335,0.06708,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CSTF3,NA,30,0.2111,0.3441,0.2627,0.354,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CT45A10,NA,23,0.4656,0.874,0.02516,0.05344,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CTAGE1,NA,23,-0.3019,-0.2274,0.1615,0.239,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CTBP1,NA,30,0.4496,0.5181,0.01268,0.03099,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CTBP2,NA,30,0.5261,0.3971,0.002823,0.009266,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CTBS,NA,30,0.5853,0.6188,6.796e-4,0.003028,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CTCF,NA,30,0.1973,0.2143,0.2959,0.3889,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CTDP1,NA,30,0.1319,0.124,0.4871,0.5748,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CTDSP1,NA,23,0.0504,2e-4,0.8194,0.8607,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CTDSPL2,NA,30,0.2454,0.1942,0.1912,0.2744,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CTGF,NA,30,0.8065,0.757,7.431e-8,2.713e-6,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CTH,NA,30,0.7313,0.7499,4.43e-6,6.145e-5,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CTHRC1,NA,30,0.7206,0.821,7.101e-6,8.736e-5,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CTIF,NA,17,0.2892,0.5067,0.2602,0.3512,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CTNNA1,NA,30,0.2303,0.3725,0.2209,0.3076,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CTNNA2,NA,16,-0.2471,-0.1354,0.3563,0.4496,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CTNNAL1,NA,30,0.2939,0.2801,0.115,0.1807,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CTNNB1,NA,30,0.0541,0.1282,0.7766,0.8278,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CTNNBIP1,NA,30,0.0968,0.2921,0.6109,0.685,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CTNNBL1,NA,30,0.7237,0.7193,6.202e-6,7.883e-5,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CTNND1,NA,30,0.5101,0.537,0.003978,0.01212,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,CTNND2,NA,13,0.2967,0.4412,0.3249,0.419,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
