pathway,pval,padj,log2err,ES,NES,size,leadingEdge,subtype,n_group,evidence,go_id,term
GO:0003376 sphingosine-1-phosphate receptor signaling pathway,0.5954517003964115,0.8203311712982733,0.011861760425531984,0.3125681853082872,0.8942511302728596,14,SPNS2;EZR;S1PR4;MFSD2B,MC,3,"descriptive; model-level, source-confounded",GO:0003376,sphingosine-1-phosphate receptor signaling pathway
GO:0002042 cell migration involved in sprouting angiogenesis,0.5956062767475035,0.8203582715518842,0.007620823249854033,-0.25851744749661787,-0.9214619143782131,53,FGF2;KDR;ITGB1;GATA2;NOTCH1;PIK3R3;HDAC9;ABL1;TBXA2R;MMRN1;SPRED1;HMOX1;SRF,MC,3,"descriptive; model-level, source-confounded",GO:0002042,cell migration involved in sprouting angiogenesis
GO:0001886 endothelial cell morphogenesis,0.5959258531473112,0.8206125708760869,0.008530079289920597,-0.3576251218200855,-0.9025817880909013,12,CLIC4;COL18A1;PLOD3;CDH5;MET,MC,3,"descriptive; model-level, source-confounded",GO:0001886,endothelial cell morphogenesis
GO:0001890 placenta development,0.5965188686323055,0.8206201943900123,0.006755222391095033,-0.224579976270753,-0.9388316437769524,147,STC2;SNAI1;FBN2;BMP7;HS6ST1;ADAM19;ADA;HEY1;ITGB8;HSP90AB1;GATA2;CEBPB;NOTCH2;TTPA;CCDC134;ARNT;RPS6;CDKN1C;SOD1;PRDX3;VASH1;DEDD;DNAJB6;HEY2;CITED1;BMPR2;RBM15;EGLN1;PTK2;ALKBH1;PARP1;DCAF13;CTSB;ETNK2;STOX2,MC,3,"descriptive; model-level, source-confounded",GO:0001890,placenta development
GO:0003128 heart field specification,0.5963144565978771,0.8206201943900123,0.012101709770107931,0.29275013246356507,0.9009487309632602,18,LRP2;BMP4;MEF2C;RBPJ;BMP2,MC,3,"descriptive; model-level, source-confounded",GO:0003128,heart field specification
GO:0046512 sphingosine biosynthetic process,0.5967410787029493,0.8206201943900123,0.008487863427812381,-0.3492814813256566,-0.9010070137060994,13,AGK;SPHK1;ABCA2;ASAH2;SPTLC1,MC,3,"descriptive; model-level, source-confounded",GO:0046512,sphingosine biosynthetic process
GO:0046520 sphingoid biosynthetic process,0.5967410787029493,0.8206201943900123,0.008487863427812381,-0.3492814813256566,-0.9010070137060994,13,AGK;SPHK1;ABCA2;ASAH2;SPTLC1,MC,3,"descriptive; model-level, source-confounded",GO:0046520,sphingoid biosynthetic process
GO:0048285 organelle fission,0.5961567592131743,0.8206201943900123,0.0058245972882297855,-0.206770601276531,-0.9615925752387418,464,CCNA1;MAPT;HSPA1B;USP44;MAD2L2;MASTL;WNT5A;TUBB8;GPR3;M1AP;BMP7;RRS1;BNIP3;BTC;KDR;DMRT1;KLHDC8B;PDXP;CKS2;MOV10L1;SPHK1;PSRC1;CEP85;CEP97;ACTR3;TDRKH;PHF13;DUSP1;NDC1;RPL24;BOD1;MAEL;STRA8;ARHGEF10;TMCC1;FBXO43;MTFP1;MFF;RNF212B;DMC1;PHB2;MAJIN;PPP1R9B;CHMP5;CDKN1C;HSPA2;KIF2C;INSR;AURKAIP1;MAPK15;IGF1;RNF212;ANAPC7;RAD54L;BAZ1B;MTFR1L;NCAPG2;CDC20;WRAP73;RCC1;CCNB1IP1;NUDC;REEP4;DDHD2;XRCC3;POLDIP2;MSX1;ZCWPW1;ABRAXAS2;ZSCAN21;AKAP8;CDC25B;MUS81;CCNE1;DCAF13;FOXJ3;MAD2L1BP;NSMCE2;MEIOB;DRG1;C9orf78;CHEK2;HSF2BP;KLHDC3;SYCE1;NFIB;PRAP1;PGAM5;PCID2;HFM1;C14orf39;ANAPC15;TRIP13;BANF1;SPC24;PEX19;TUBG1;MEIOC;BCCIP;NSL1;RMDN1;MYBL2;KIFC1;WASHC5;SIRT1;KPNB1;SPIRE2;TESMIN;SPC25;PPP1CC;TNF;SYCE2;HSPA1A;SIRT2;PSMC3IP;MSH4;HNRNPU;ABRAXAS1;REEP3;SPDL1;SPICE1;STAG1;AGO4;MND1;FIS1;ANKLE1;MTBP;MTFR1;DAPK3;ESPL1;PKMYT1;FLNA;BUB3;EPGN;WAPL;CDCA8,MC,3,"descriptive; model-level, source-confounded",GO:0048285,organelle fission
GO:0140719 constitutive heterochromatin formation,0.5965972541548972,0.8206201943900123,0.01369528509013721,0.23287783096982353,0.9268184156566325,50,PIWIL1;DDX4;TDRD1;PIWIL4;EHMT2;MBD1;PIWIL2;DOT1L;ZNF304;DNMT3L;MPHOSPH8;BEND3;CENPV,MC,3,"descriptive; model-level, source-confounded",GO:0140719,constitutive heterochromatin formation
GO:0051602 response to electrical stimulus,0.5970342093672001,0.8208376728830983,0.007793887076545575,-0.27064067317520274,-0.9165226611369591,41,MMP2;TACR2;RAB3A;PALM;GRM1;P2RX7;NSMF;SOD2;DISC1;TACR1;GNAT1;NTRK1,MC,3,"descriptive; model-level, source-confounded",GO:0051602,response to electrical stimulus
GO:0071236 cellular response to antibiotic,0.5974419560304088,0.8212125982416175,0.01171882508241413,0.326693979194034,0.8900774905204988,12,PLA2G4F;MEF2C,MC,3,"descriptive; model-level, source-confounded",GO:0071236,cellular response to antibiotic
GO:0045618 positive regulation of keratinocyte differentiation,0.5979541127496854,0.8217308383346524,0.008408350105711981,-0.33618073268203336,-0.9010678712999766,15,NOTCH1;ETV4;NME2,MC,3,"descriptive; model-level, source-confounded",GO:0045618,positive regulation of keratinocyte differentiation
GO:0070232 regulation of T cell apoptotic process,0.5982186732186732,0.8219086651248874,0.01311864569913265,0.2453696032835999,0.9182465767287271,38,ADAM8;BMP4;CD274;RAG1,MC,3,"descriptive; model-level, source-confounded",GO:0070232,regulation of T cell apoptotic process
GO:0006047 UDP-N-acetylglucosamine metabolic process,0.5988253896543935,0.8223418083314247,0.00839862569035087,-0.3359788390044835,-0.9005267340824822,15,GFPT2;GNPDA1;GNPNAT1;MGAT1;B4GALNT2;UAP1;AMDHD2;UAP1L1,MC,3,"descriptive; model-level, source-confounded",GO:0006047,UDP-N-acetylglucosamine metabolic process
GO:0016266 O-glycan processing,0.5989451352466262,0.8223418083314247,0.007795502394237042,-0.27136009486754803,-0.9142281196768793,40,ST3GAL3;ST6GAL1;ST6GALNAC2;ST3GAL2;GALNT14;XXYLT1;POMGNT1;GALNT11;GCNT3;GALNT13,MC,3,"descriptive; model-level, source-confounded",GO:0016266,O-glycan processing
GO:0043388 positive regulation of DNA binding,0.5990748579030113,0.8223418083314247,0.007963401089327287,-0.2831440588104515,-0.9077752016424868,32,HAND2;TWIST1;NME1;NGF;LAMTOR5;IGF1,MC,3,"descriptive; model-level, source-confounded",GO:0043388,positive regulation of DNA binding
GO:0070671 response to interleukin-12,0.5989315800287651,0.8223418083314247,0.011699818368926113,0.32636120677960245,0.889170852337933,12,P4HB;PLCB1;IL12A;STAT4,MC,3,"descriptive; model-level, source-confounded",GO:0070671,response to interleukin-12
GO:0070327 thyroid hormone transport,0.5996507088555578,0.8229465042994012,0.01169066550739326,0.32616350238485703,0.888632206869247,12,SLC16A10;SLC17A4;SERPINA7;SLCO1B1;SLCO1C1,MC,3,"descriptive; model-level, source-confounded",GO:0070327,thyroid hormone transport
GO:0002063 chondrocyte development,0.5999213217938631,0.8229669336949809,0.007960073529464255,-0.28481364459429687,-0.9070894676781915,31,FGF18;MATN1;SHOX2;SFRP2;MEX3C;RFLNB,MC,3,"descriptive; model-level, source-confounded",GO:0002063,chondrocyte development
GO:0006623 protein targeting to vacuole,0.5999362632905525,0.8229669336949809,0.007673711297846058,-0.2635279069475236,-0.9162726412938756,47,LAPTM5;VPS37D;AP4M1;VPS13D;VPS37A;M6PR;RAB7A;MON1A;AP3M1;NAGPA;PIK3R4;CLU;HSPA8;SNX16;SQSTM1;PIK3C3,MC,3,"descriptive; model-level, source-confounded",GO:0006623,protein targeting to vacuole
GO:0045787 positive regulation of cell cycle,0.6000862127640266,0.8229869778570243,0.006088121460784179,-0.21064946716630575,-0.9508738344778982,309,NUPR1;TBX20;FGFR1;SMOC2;GLI1;FOXG1;WNT5A;DYRK3;PLCG2;BTC;DMRT1;NPM1;RCC2;CDK4;SSTR5;SPHK1;PSRC1;ASNS;ADAMTS1;WIZ;EIF4EBP1;STRA8;TTL;PLRG1;PPP1R35;SMARCD3;TGM1;PHB2;DDR2;MEPCE;TRIM32;LSM10;PRKCE;CCND2;HSPA2;BRD4;ZNF16;INSR;ABL1;MAPK15;IGF1;ANAPC7;NCAPG2;CDC20;WNK1;DRD2;DUSP3;XRCC3;TCF3;POLDIP2;MSX1;MAGEA4;LRP6;CDC25B;CCNE1;MAD2L1BP;NSMCE2;CHEK2;ADAM17;CRNN;SRPK2;EZH2;PRAP1;PCID2;RRM2B;MBLAC1;NUDT16;CUL4A;MEIOC;CDC7;TERT;HSF1;MTA3;CCPG1;DTL;KCNA5;MDM2;EIF4G1;MED1;RAB11FIP4;TNF;RPS15A;SIRT2;HNRNPU,MC,3,"descriptive; model-level, source-confounded",GO:0045787,positive regulation of cell cycle
GO:0097090 presynaptic membrane organization,0.6002738892270237,0.8230587419142122,0.011586459052619843,0.33398415897025313,0.8876730328590848,11,NRXN1;NLGN1,MC,3,"descriptive; model-level, source-confounded",GO:0097090,presynaptic membrane organization
GO:0002396 MHC protein complex assembly,0.6009671607825785,0.8230813749366802,0.00823656436899615,-0.3170191019940624,-0.9023090776137274,19,HLA-DMB;HLA-DOA;HLA-DRA;HLA-DOB;HLA-DPB1,MC,3,"descriptive; model-level, source-confounded",GO:0002396,MHC protein complex assembly
GO:0002501 peptide antigen assembly with MHC protein complex,0.6009671607825785,0.8230813749366802,0.00823656436899615,-0.3170191019940624,-0.9023090776137274,19,HLA-DMB;HLA-DOA;HLA-DRA;HLA-DOB;HLA-DPB1,MC,3,"descriptive; model-level, source-confounded",GO:0002501,peptide antigen assembly with MHC protein complex
GO:0030953 astral microtubule organization,0.6008234585258084,0.8230813749366802,0.011503067014355437,0.3426024078856557,0.8851181204504278,10,EZR;RAB11A;NUMA1,MC,3,"descriptive; model-level, source-confounded",GO:0030953,astral microtubule organization
GO:0031334 positive regulation of protein-containing complex assembly,0.6007384348077898,0.8230813749366802,0.006479504494340695,-0.21863228470144155,-0.9432779573956519,193,MAPT;NRG1;HSPA1B;TRABD2B;HCK;ABCA3;PLCG2;NCK1;GBP5;HRK;PFN2;FERMT2;GNL3L;PSRC1;BIN1;PLEK;ABCA1;MTOR;STMP1;MAP1B;BAIAP2L2;PRKD1;KIRREL1;FAF1;P2RX7;GSK3B;GIT1;PRKCE;WASHC2C,MC,3,"descriptive; model-level, source-confounded",GO:0031334,positive regulation of protein-containing complex assembly
GO:1901748 leukotriene D4 metabolic process,0.6006226149829283,0.8230813749366802,0.011505595154851422,0.34265953321444925,0.8852657045376614,10,GGT7;GGTLC2;GGTLC1,MC,3,"descriptive; model-level, source-confounded",GO:1901748,leukotriene D4 metabolic process
GO:0002577 regulation of antigen processing and presentation,0.6014666794760944,0.8235469609765758,0.008318245271480292,-0.3255755663553595,-0.90060939433694,17,WAS;HLA-DOA;HLA-DOB,MC,3,"descriptive; model-level, source-confounded",GO:0002577,regulation of antigen processing and presentation
GO:0050766 positive regulation of phagocytosis,0.6015779642588307,0.8235469609765758,0.007404943687002143,-0.24907528089401462,-0.9217455460947108,65,SIRPB1;CAMK1D;PLA2G5;PLCG2;FCN3;SIRPA;DOCK2;GATA2;AZU1;PTX3;SIRPG,MC,3,"descriptive; model-level, source-confounded",GO:0050766,positive regulation of phagocytosis
GO:1902033 regulation of hematopoietic stem cell proliferation,0.6017515407071035,0.823599171514719,0.008400425220963457,-0.341011954502775,-0.897275449523606,14,WNT5A;THPO,MC,3,"descriptive; model-level, source-confounded",GO:1902033,regulation of hematopoietic stem cell proliferation
GO:0010832 negative regulation of myotube differentiation,0.6020759000973078,0.8238576841790568,0.00839682674388739,-0.3409359485953202,-0.8970754617112217,14,NKX2-5;NOTCH1;PLPP7;HDAC4,MC,3,"descriptive; model-level, source-confounded",GO:0010832,negative regulation of myotube differentiation
GO:0032306 regulation of prostaglandin secretion,0.6025453786772377,0.8239461847319155,0.011770927869006333,0.3107989343403058,0.8891893397509189,14,PLA2G10;IL1B,MC,3,"descriptive; model-level, source-confounded",GO:0032306,regulation of prostaglandin secretion
GO:0060048 cardiac muscle contraction,0.602525814942296,0.8239461847319155,0.006767690689782574,-0.22592607126221917,-0.9345056243784645,135,ADORA1;CHGA;NOS1;NKX2-5;TMEM38A;SLC8A1;SNTA1;KCNJ5;KCND3;KCNQ1;NUP155;GPD1L;BIN1;GAA;MTOR;PDE4B;TNNI1;ATP1A2;ADRA1A;GJA5;TNNC1;PRKACA;SCN4B;KCNE2;NPPA;SCN2B;ATP2A1;SRI;SCN1B,MC,3,"descriptive; model-level, source-confounded",GO:0060048,cardiac muscle contraction
GO:1901658 glycosyl compound catabolic process,0.6025470619146239,0.8239461847319155,0.008071615444659577,-0.2994461096515022,-0.9021570134947617,24,ADA;ADA2;UPP1;GDA;PNP;XDH;GLA;GBA2;AICDA;NAGA,MC,3,"descriptive; model-level, source-confounded",GO:1901658,glycosyl compound catabolic process
GO:0021859 pyramidal neuron differentiation,0.6029982075932866,0.8240072135673654,0.008418091619344745,-0.34734925755814927,-0.8960226464846647,13,FOXG1;DISC1;DCLK2,MC,3,"descriptive; model-level, source-confounded",GO:0021859,pyramidal neuron differentiation
GO:0033033 negative regulation of myeloid cell apoptotic process,0.6029294274300933,0.8240072135673654,0.011926763012626407,0.2946361622653195,0.8941556773559344,17,APOH;NOD2;GAS6,MC,3,"descriptive; model-level, source-confounded",GO:0033033,negative regulation of myeloid cell apoptotic process
GO:0035024 negative regulation of Rho protein signal transduction,0.6028475084301237,0.8240072135673654,0.008134746302534007,-0.3063014004016837,-0.9023567297408208,22,ITGB1;KANK1;DLC1;STMN1;MYOC;MET,MC,3,"descriptive; model-level, source-confounded",GO:0035024,negative regulation of Rho protein signal transduction
GO:0048066 developmental pigmentation,0.603963264478373,0.8245847802633557,0.007629917901927879,-0.26282756666575063,-0.9138375950506996,47,GPR143;GLI3;BCL2;EDNRA;LRMDA;RAB32;SOD2;MITF;ADAMTS9;KIT;CITED1;USP13,MC,3,"descriptive; model-level, source-confounded",GO:0048066,developmental pigmentation
GO:0051347 positive regulation of transferase activity,0.6038273045507585,0.8245847802633557,0.006230335542503641,-0.21361688734004297,-0.9449346046668776,247,ITGB3;FGF2;CHI3L1;FGFR1;EEF1A2;NRG1;FGF18;RELN;WNT5A;CHRNA3;ADRA2C;CCDC88A;PIK3R6;PSRC1;MAP3K12;DSTYK;ABI1;IL34;CD200;CAMK1;JTB;DDR2;CCND2;HMGA2;BMI1;ZNF16;INSR;NTRK3;ABL1;IGF1;ADCY8;CDC20;PRKAG2;TLR4;CHRNA7;COPS8;PTK2;RASSF2;RFC4;TRAF2;SRCIN1;ADAM17;ITGB1BP1;EZH2;TIGAR;NEK10;MT3;TRIB3;NTF3;CACUL1;RPS2;SIRT1;PILRB;MAP3K10;DOK7;PABPN1;DSCC1;PIK3CG;TNF;MAP3K5,MC,3,"descriptive; model-level, source-confounded",GO:0051347,positive regulation of transferase activity
GO:0051497 negative regulation of stress fiber assembly,0.6039115547559631,0.8245847802633557,0.012585661936687201,0.2618907762249838,0.9070406921194364,28,ARHGAP28;CORO2B;ARHGEF18;TJP1;RHPN2;PIK3R1;ARAP1,MC,3,"descriptive; model-level, source-confounded",GO:0051497,negative regulation of stress fiber assembly
GO:0070920 regulation of regulatory ncRNA processing,0.6038125496425735,0.8245847802633557,0.01187051949453995,0.29942731241522513,0.8925761112210718,16,BMP4;DGCR8,MC,3,"descriptive; model-level, source-confounded",GO:0070920,regulation of regulatory ncRNA processing
GO:0002792 negative regulation of peptide secretion,0.6044938082471595,0.8251238715939342,0.01334804002920548,0.23744087383936238,0.9181979885189256,44,FAM3D;FFAR4;PPP3CA;CD74;PDE8B;FFAR2;SREBF1;ACVR1C;MIDN;FKBP1B;IRS1,MC,3,"descriptive; model-level, source-confounded",GO:0002792,negative regulation of peptide secretion
GO:0010043 response to zinc ion,0.6047428233593904,0.8252785253250569,0.013582106846971847,0.2318765023210515,0.9228332796394272,50,SLC30A8;HAAO;TH;ALAD;HVCN1,MC,3,"descriptive; model-level, source-confounded",GO:0010043,response to zinc ion
GO:0007189 adenylate cyclase-activating G protein-coupled receptor signaling pathway,0.6050690559873274,0.8255384629703698,0.0065966865060127,-0.2221034164319366,-0.9376724973070995,160,ADGRB1;CHGA;RAPGEF3;GPR62;NOS1;S1PR5;GCG;GPR3;CRHR1;ADGRL1;OPRL1;GPR157;RXFP1;ADCY1;PTGER2;S1PR2;VIPR2;ADCYAP1R1;ABCA1;PDE4B,MC,3,"descriptive; model-level, source-confounded",GO:0007189,adenylate cyclase-activating G protein-coupled receptor signaling pathway
GO:0006012 galactose metabolic process,0.6055288088212455,0.8256169608682856,0.01167566073319331,0.31726385709791516,0.887251558054323,13,GALT;GALK2;GALM;SLC35A2,MC,3,"descriptive; model-level, source-confounded",GO:0006012,galactose metabolic process
GO:0043123 positive regulation of canonical NF-kappaB signal transduction,0.6053242154109171,0.8256169608682856,0.019449940815886208,0.18882574822430692,0.9584329060079884,206,UNC5CL;ZDHHC13;TIRAP;UBD;NOD2;VAPA;TSPAN6;TICAM1;IL1B;CARD16;NDFIP2;CD74;APOL3;REL;HLA-DRB1;CLEC7A;TRIM5;PYCARD;TNFSF15;SECTM1;SHISA5;CASP10;ADIPOQ;SLC44A2;TRADD;IKBKG;LTF;PLEKHG5;CD36;ECM1;MYD88;LURAP1L;CANT1;ALPK1;TGFB1;CX3CR1;NOD1;TLR7;TICAM2;CARD11;AKAP13;ILK;S100A4;BIRC3;TRAF6,MC,3,"descriptive; model-level, source-confounded",GO:0043123,positive regulation of canonical NF-kappaB signal transduction
GO:0055010 ventricular cardiac muscle tissue morphogenesis,0.605533899929708,0.8256169608682856,0.013342825579485264,0.23614816643448774,0.9184276199732088,45,LRP2;MYL2;DLL4;TGFBR3;PROX1;HAND1;RBPJ;FOXC2;PKP2;TGFB1;NOG;MYL3,MC,3,"descriptive; model-level, source-confounded",GO:0055010,ventricular cardiac muscle tissue morphogenesis
GO:0032310 prostaglandin secretion,0.6060132550245164,0.8260853180461969,0.01197669359118069,0.2909215127288739,0.8953210900275574,18,PLA2G10;IL1B;PTGS2;P2RX4;LEP;TNFRSF11A;EDN1;PLA2G4A;NOS2;IL1A,MC,3,"descriptive; model-level, source-confounded",GO:0032310,prostaglandin secretion
"GO:2000515 negative regulation of CD4-positive, alpha-beta T cell activation",0.6062992125984252,0.8262898950719462,0.012896216196644224,0.2483928662512959,0.9113621290292803,35,CD274;LGALS9B;TNFSF4;TWSG1;BCL6;LGALS9C;VSIR;RUNX1;XCL1;LGALS1;TNFSF18;LGALS9,MC,3,"descriptive; model-level, source-confounded",GO:2000515,"negative regulation of CD4-positive, alpha-beta T cell activation"
GO:0001774 microglial cell activation,0.60701805902217,0.82642034550944,0.007685108390391212,-0.2689227323091581,-0.9107048669534371,41,MAPT;IL6;SYT11;AZU1;SPHK1;C5AR1;IL33,MC,3,"descriptive; model-level, source-confounded",GO:0001774,microglial cell activation
GO:0002719 negative regulation of cytokine production involved in immune response,0.6068864037669217,0.82642034550944,0.012658669210827388,0.25684989470035385,0.9057465953153848,30,HLA-F;APOA2;NOD2;AXL;LILRB1;BCL6;TGFB1;XCL1,MC,3,"descriptive; model-level, source-confounded",GO:0002719,negative regulation of cytokine production involved in immune response
GO:0021513 spinal cord dorsal/ventral patterning,0.6065844956211482,0.82642034550944,0.008347048265600612,-0.3397203391619702,-0.8938769330779817,14,CHRD;GLI3;IFT122;SOX1;SMO;INTU;SUFU;SHH,MC,3,"descriptive; model-level, source-confounded",GO:0021513,spinal cord dorsal/ventral patterning
GO:0033233 regulation of protein sumoylation,0.6074821484011177,0.82642034550944,0.008046561033473643,-0.30165359462212565,-0.8989634604289128,23,RASD2;GNL3L;ARNT;CDKN2A;PARK7;HDAC4;PIAS3,MC,3,"descriptive; model-level, source-confounded",GO:0033233,regulation of protein sumoylation
GO:0051056 regulation of small GTPase mediated signal transduction,0.6073222096225498,0.82642034550944,0.022663337423203218,0.1818370714098901,0.9635892032112472,296,ARHGAP20;ARHGAP28;ARHGEF1;RALBP1;TAGAP;RGL2;PRAG1;MADD;RHOU;ARHGAP17;COL3A1;ABR;DNMBP;APOC3;ARHGAP42;ARHGEF18;ARHGAP27;CDKL5;RALGAPA2;CYTH3;SRC;FGD2;FGF10;ARHGAP23;FLCN;ARHGAP18;TGM2;AMOT;ARHGEF15;NET1;CCDC125;BCR;CADM4;FAM13A;EPS8;ARHGAP45;STARD13;CHN2;EPS8L3;BCL6;PLEKHG5;ARHGAP32;CYTH2;STAMBP;SPATA13;ITSN1;LRP4;DOCK9;ARAP1;FGD5;AKAP13;RALGAPB;ARHGAP15;MAPRE2;ARHGAP22;ARHGAP5;RALGPS1;ARHGEF17;SYDE2;RASA3;RAC1;DAB2IP;PSD3;SRGAP3;FBP1;PLXNB1;F2RL1;VAV1;ARHGAP30;DENND4A;EPS8L2;ARHGAP10;ARFGEF3;RHOD;CD2AP;ARHGDIA;SIPA1L3,MC,3,"descriptive; model-level, source-confounded",GO:0051056,regulation of small GTPase mediated signal transduction
GO:0055091 phospholipid homeostasis,0.6074230633746437,0.82642034550944,0.008252664684871692,-0.32393910715113955,-0.8960826095131642,17,ABCA3;FABP3;ABCA1,MC,3,"descriptive; model-level, source-confounded",GO:0055091,phospholipid homeostasis
GO:0061734 type 2 mitophagy,0.6070863854916261,0.82642034550944,0.008307261307582942,-0.3338286977767965,-0.8947636935787342,15,TIMM23;ATP5IF1;HTRA2;MFN2;OPTN;VDAC1;TOMM7;CDC37,MC,3,"descriptive; model-level, source-confounded",GO:0061734,type 2 mitophagy
GO:0098870 action potential propagation,0.6073763455061745,0.82642034550944,0.008457229956972666,-0.3633822479931331,-0.8938237254916814,11,ATP1A2;CNTNAP1;NTRK2;SCN1B,MC,3,"descriptive; model-level, source-confounded",GO:0098870,action potential propagation
GO:0009214 cyclic nucleotide catabolic process,0.6085630879013948,0.827520603204021,0.008325343243302386,-0.3393274944284259,-0.8928432744914435,14,PDE4B;PDE7B;PDE4C;PDE4D;PDE10A,MC,3,"descriptive; model-level, source-confounded",GO:0009214,cyclic nucleotide catabolic process
GO:0046686 response to cadmium ion,0.6085407190659675,0.827520603204021,0.0075805416259420565,-0.2621062529193503,-0.9113296251765739,47,MT1X;MTF1;GPI;SOD2;KIT;DAXX;HMOX1;SLC34A1;MT1F;MT3;MT1B;TERT;HSF1,MC,3,"descriptive; model-level, source-confounded",GO:0046686,response to cadmium ion
GO:0015804 neutral amino acid transport,0.6098511794667502,0.829086747672101,0.007449182262860643,-0.2553898138641543,-0.9135631400564316,54,SLC1A6;SLC6A17;SLC3A1;SLC7A11;SLC6A15;SLC7A5;SLC38A7;SLC38A2;SLC25A12;SLC25A13;SLC3A2;SLC6A6;SLC1A4;CTNS,MC,3,"descriptive; model-level, source-confounded",GO:0015804,neutral amino acid transport
GO:0043922 negative regulation by host of viral transcription,0.6102004236597686,0.8293761234410042,0.008338854435525327,-0.34529338885596533,-0.890719324611154,13,TFAP4;HMGA2;BRD4;TARDBP;ZNF639,MC,3,"descriptive; model-level, source-confounded",GO:0043922,negative regulation by host of viral transcription
GO:0044027 negative regulation of gene expression via chromosomal CpG island methylation,0.6112168834102424,0.8305720375458512,0.008262136603469111,-0.33264756647274785,-0.8915978980217606,15,WT1;MYC;DNMT1,MC,3,"descriptive; model-level, source-confounded",GO:0044027,negative regulation of gene expression via chromosomal CpG island methylation
GO:1905209 positive regulation of cardiocyte differentiation,0.6113622354633245,0.8305839485818758,0.011543654051922583,0.32326175137963553,0.8807263885275234,12,BMP4;MEF2C,MC,3,"descriptive; model-level, source-confounded",GO:1905209,positive regulation of cardiocyte differentiation
GO:0071398 cellular response to fatty acid,0.6117153558052435,0.8306925142143113,0.007766818236614902,-0.27769828672098373,-0.9023698969708326,34,ID3;ASS1;AKR1C1;CDK4;KCNK2;LPL;CLDN1;AKR1C2;PDK3,MC,3,"descriptive; model-level, source-confounded",GO:0071398,cellular response to fatty acid
GO:0098719 sodium ion import across plasma membrane,0.611616793719422,0.8306925142143113,0.012328006761483032,0.26774854854723695,0.8999633432403368,25,SLC9C2;SLC9A2;SLC12A2;SLC5A2;TRPM4;SLC9C1,MC,3,"descriptive; model-level, source-confounded",GO:0098719,sodium ion import across plasma membrane
GO:0010875 positive regulation of cholesterol efflux,0.6121745128470426,0.8311304337179876,0.012402254608182213,0.2654508693210987,0.900284742748539,26,ABCA8;PON1;ABCA7;ABCA12;ADIPOQ;CES1;LRP1;NR1H3;PPARG,MC,3,"descriptive; model-level, source-confounded",GO:0010875,positive regulation of cholesterol efflux
GO:2000288 positive regulation of myoblast proliferation,0.6128004931169098,0.831794597911591,0.011525861235564882,0.32283726224602566,0.8795698682153682,12,FGFBP1;GATA6;PPARD;PAXBP1;CTNNB1;MEIS2,MC,3,"descriptive; model-level, source-confounded",GO:2000288,positive regulation of myoblast proliferation
