cell_line,gene_id,symbol,primary_assembly,tpm_restored,counts_restored
VOA6861,ENSG00000110628,SLC22A18,TRUE,2.31872,162.584
VOA6861,ENSG00000198467,TPM2,TRUE,14.0109,574.366
VOA6861,ENSG00000132465,JCHAIN,TRUE,0.0185535,1.10033
VOA6861,ENSG00000153558,FBXL2,TRUE,0,0
VOA6861,ENSG00000248905,FMN1,TRUE,0.0925803,18.3588
VOA6861,ENSG00000204296,C6orf10,TRUE,0,0
VOA6861,ENSG00000138028,CGREF1,TRUE,2.6479,127.505
VOA6861,ENSG00000140691,ARMC5,TRUE,0,0
VOA6861,ENSG00000132563,REEP2,TRUE,0,0
VOA6861,ENSG00000196337,CGB7,TRUE,0,0
VOA6861,ENSG00000187735,TCEA1,TRUE,0,0
VOA6861,ENSG00000108175,ZMIZ1,TRUE,0.03137,9.92712
VOA6861,ENSG00000124615,MOCS1,TRUE,2.48794e-06,0.00048161
VOA6861,ENSG00000168216,LMBRD1,TRUE,19.2356,1893.05
VOA6861,ENSG00000153684,GOLGA8F,TRUE,0,0
VOA6861,ENSG00000182584,ACTL10,TRUE,0.502239,45
VOA6861,ENSG00000102225,CDK16,TRUE,0,0
VOA6861,ENSG00000160321,ZNF208,TRUE,0.138935,23.4438
VOA6861,ENSG00000257017,HP,TRUE,0,0
VOA6861,ENSG00000116198,CEP104,TRUE,3.8738,43.5306
VOA6861,ENSG00000108946,PRKAR1A,TRUE,0.40028,8.46021
VOA6861,ENSG00000122515,ZMIZ2,TRUE,0,0
VOA6861,ENSG00000044090,CUL7,TRUE,3.01189,779.741
VOA6861,ENSG00000092758,COL9A3,TRUE,7.09393,793.496
VOA6861,ENSG00000261701,HPR,TRUE,0,0
VOA6861,ENSG00000108932,SLC16A6,TRUE,0.13744,12.4952
VOA6861,ENSG00000019549,SNAI2,TRUE,0,0
VOA6861,ENSG00000178397,FAM220A,TRUE,10.1002,994.988
VOA6861,ENSG00000125398,SOX9,TRUE,0.351066,63.838
VOA6861,ENSG00000083812,ZNF324,TRUE,0.923608,36.783
VOA6861,ENSG00000145743,FBXL17,TRUE,4.84267,996.043
VOA6861,ENSG00000167904,TMEM68,TRUE,0.25109,52.8732
VOA6861,ENSG00000103356,EARS2,TRUE,0.000163921,0.0291529
VOA6861,ENSG00000118702,GHRH,TRUE,0,0
VOA6861,ENSG00000179010,MRFAP1,TRUE,0.253183,23.7207
VOA6861,ENSG00000134042,MRO,TRUE,0.219736,54.2435
VOA6861,ENSG00000069329,VPS35,TRUE,0.104966,2.0509
VOA6861,ENSG00000124570,SERPINB6,TRUE,7.87316,542.847
VOA6861,ENSG00000118507,AKAP7,TRUE,0,0
VOA6861,ENSG00000183117,CSMD1,TRUE,0,0
VOA6861,ENSG00000138829,FBN2,TRUE,0.255485,124
VOA6861,ENSG00000172179,PRL,TRUE,0,0
VOA6861,ENSG00000173486,FKBP2,TRUE,10.793,427.732
VOA6861,ENSG00000173599,PC,TRUE,0,0
VOA6861,ENSG00000189067,LITAF,TRUE,0.206259,13.4479
VOA6861,ENSG00000275395,FCGBP,TRUE,0.0249449,3.90791
VOA6861,ENSG00000074660,SCARF1,TRUE,0,0
VOA6861,ENSG00000101336,HCK,TRUE,0.0410726,2.78592
VOA6861,ENSG00000156983,BRPF1,TRUE,0.361292,4.35302
VOA6861,ENSG00000183808,RBM12B,TRUE,6.31948,591.8743
VOA6861,ENSG00000188343,FAM92A,TRUE,0,0
VOA6861,ENSG00000178297,TMPRSS9,TRUE,0.732159,112.063
VOA6861,ENSG00000198704,GPX6,TRUE,0,0
VOA6861,ENSG00000131849,ZNF132,TRUE,0.188694,9.29761
VOA6861,ENSG00000162065,TBC1D24,TRUE,0.239867,48.5007
VOA6861,ENSG00000171453,POLR1C,TRUE,0.452665,25.7215
VOA6861,ENSG00000232125,DYTN,TRUE,0,0
VOA6861,ENSG00000145819,ARHGAP26,TRUE,0.00516259,2.3073
VOA6861,ENSG00000124795,DEK,TRUE,81.4553,12848.2
VOA6861,ENSG00000198825,INPP5F,TRUE,3.551578,829.2314
VOA6861,ENSG00000122852,SFTPA1,TRUE,0,0
VOA6861,ENSG00000042304,C2orf83,TRUE,0,0
VOA6861,ENSG00000060491,OGFR,TRUE,0,0
VOA6861,ENSG00000130598,TNNI2,TRUE,0,0
VOA6861,ENSG00000082074,FYB1,TRUE,0,0
VOA6861,ENSG00000184922,FMNL1,TRUE,3.2266,336.556
VOA6861,ENSG00000164054,SHISA5,TRUE,0.180744,13.1047
VOA6861,ENSG00000112297,CRYBG1,TRUE,4.66034,1671.56
VOA6861,ENSG00000066427,ATXN3,TRUE,6.41176,482.491
VOA6861,ENSG00000107262,BAG1,TRUE,9.30892,385.238
VOA6861,ENSG00000161298,ZNF382,TRUE,0.572834,18.0148
VOA6861,ENSG00000006062,MAP3K14,TRUE,0.182099,38.9751
VOA6861,ENSG00000122574,WIPF3,TRUE,0.601054,111.638
VOA6861,ENSG00000100938,GMPR2,TRUE,0.0745235,5.42869
VOA6861,ENSG00000204406,MBD5,TRUE,0.463371,129.349
VOA6861,ENSG00000015479,MATR3,TRUE,0,0
VOA6861,ENSG00000112759,SLC29A1,TRUE,6.87224,712.805
VOA6861,ENSG00000188199,NUTM2B,TRUE,0,0
VOA6861,ENSG00000168802,CHTF8,TRUE,5.89326,83.0456
VOA6861,ENSG00000178809,TRIM73,TRUE,0,0
VOA6861,ENSG00000134532,SOX5,TRUE,0.0833762,27.5582
VOA6861,ENSG00000176547,OR4C3,TRUE,0,0
VOA6861,ENSG00000130066,SAT1,TRUE,1.28595,34.2409
VOA6861,ENSG00000134571,MYBPC3,TRUE,0,0
VOA6861,ENSG00000171135,JAGN1,TRUE,35.6349,2611.45
VOA6861,ENSG00000149231,CCDC82,TRUE,3.40709e-10,4.03669e-08
VOA6861,ENSG00000107331,ABCA2,TRUE,2.9231e-06,0.00113401
VOA6861,ENSG00000265817,FSBP,TRUE,1.19302e-05,0.00115783
VOA6861,ENSG00000131386,GALNT15,TRUE,0,0
VOA6861,ENSG00000107651,SEC23IP,TRUE,8.45278,523.943
VOA6861,ENSG00000102024,PLS3,TRUE,0,0
VOA6861,ENSG00000099204,ABLIM1,TRUE,0.0388747,4.674
VOA6861,ENSG00000184349,EFNA5,TRUE,0,0
VOA6861,ENSG00000171303,KCNK3,TRUE,0.440704,37.9412
VOA6861,ENSG00000173065,FAM222B,TRUE,0.122733,2.20192
VOA6861,ENSG00000167460,TPM4,TRUE,1.21522,11.1354
VOA6861,ENSG00000284024,HSPA14,TRUE,0,0
VOA6861,ENSG00000214872,SMTNL1,TRUE,0,0
VOA6861,ENSG00000137337,MDC1,TRUE,0.0870167,2.7196
VOA6861,ENSG00000062650,WAPL,TRUE,0,0
VOA6861,ENSG00000184471,C1QTNF8,TRUE,0,0
VOA6861,ENSG00000148516,ZEB1,TRUE,0,0
VOA6861,ENSG00000198883,PNMA5,TRUE,0,0
VOA6861,ENSG00000180739,S1PR5,TRUE,0,0
VOA6861,ENSG00000105953,OGDH,TRUE,0.161666,30.925
VOA6861,ENSG00000196586,MYO6,TRUE,1.44815,599.749
VOA6861,ENSG00000177106,EPS8L2,TRUE,0.135825,9.55685
VOA6861,ENSG00000267881,AC243967.1,TRUE,0,0
VOA6861,ENSG00000105388,CEACAM5,TRUE,0,0
VOA6861,ENSG00000157554,ERG,TRUE,0,0
VOA6861,ENSG00000124299,PEPD,TRUE,1.29402,25.7194
VOA6861,ENSG00000010318,PHF7,TRUE,0,0
VOA6861,ENSG00000155096,AZIN1,TRUE,2.856875,91.28725
VOA6861,ENSG00000141084,RANBP10,TRUE,0.932273,232.318
VOA6861,ENSG00000165675,ENOX2,TRUE,3.05628,332.485
VOA6861,ENSG00000159961,OR3A3,TRUE,0,0
VOA6861,ENSG00000166800,LDHAL6A,TRUE,0,0
VOA6861,ENSG00000105877,DNAH11,TRUE,0,0
VOA6861,ENSG00000198064,NPIPB13,TRUE,0,0
VOA6861,ENSG00000204267,TAP2,TRUE,32.15897,3788.44
VOA6861,ENSG00000139973,SYT16,TRUE,0.393604,35.2856
VOA6861,ENSG00000185305,ARL15,TRUE,0,0
VOA6861,ENSG00000178252,WDR6,TRUE,0,0
VOA6861,ENSG00000125351,UPF3B,TRUE,0,0
VOA6861,ENSG00000131979,GCH1,TRUE,5.27338,702.346
VOA6861,ENSG00000054938,CHRDL2,TRUE,0,0
VOA6861,ENSG00000047617,ANO2,TRUE,0.0980108,16.7722
VOA6861,ENSG00000077150,NFKB2,TRUE,0,0
VOA6861,ENSG00000103546,SLC6A2,TRUE,0,0
VOA6861,ENSG00000144191,CNGA3,TRUE,0,0
VOA6861,ENSG00000153822,KCNJ16,TRUE,0.00744663,1.38746
VOA6861,ENSG00000035928,RFC1,TRUE,0,0
VOA6861,ENSG00000165474,GJB2,TRUE,1.70037,180.01
VOA6861,ENSG00000159899,NPR2,TRUE,0,0
VOA6861,ENSG00000170325,PRDM10,TRUE,0.391119,46.7585
VOA6861,ENSG00000131943,C19orf12,TRUE,2.30941,79.4883
VOA6861,ENSG00000121742,GJB6,TRUE,0,0
VOA6861,ENSG00000168612,ZSWIM1,TRUE,5.964,575.032
VOA6861,ENSG00000165219,GAPVD1,TRUE,0.290458,35.0639
VOA6861,ENSG00000175854,SWI5,TRUE,0.717971,27.6843
VOA6861,ENSG00000163098,BIRC8,TRUE,0,0
VOA6861,ENSG00000198133,TMEM229B,TRUE,0.117625,2.93784
VOA6861,ENSG00000144550,CPNE9,TRUE,0.0295318,2.23467
VOA6861,ENSG00000167110,GOLGA2,TRUE,27.6118,3744.78
VOA6861,ENSG00000086504,MRPL28,TRUE,0,0
VOA6861,ENSG00000221883,ARIH2OS,TRUE,0.962182,66.0605
VOA6861,ENSG00000183971,NPW,TRUE,0.254893,3.86471
VOA6861,ENSG00000149177,PTPRJ,TRUE,11.0699,4131.18
VOA6861,ENSG00000213397,HAUS7,TRUE,3.47575,39.203
VOA6861,ENSG00000107872,FBXL15,TRUE,0.000106083,0.0112305
VOA6861,ENSG00000118495,PLAGL1,TRUE,1.82392,542.542
VOA6861,ENSG00000104067,TJP1,TRUE,0.379261,9.82253
VOA6861,ENSG00000076604,TRAF4,TRUE,0,0
VOA6861,ENSG00000196912,ANKRD36B,TRUE,0,0
VOA6861,ENSG00000197619,ZNF615,TRUE,0,0
VOA6861,ENSG00000127990,SGCE,TRUE,50.203,3720.62
VOA6861,ENSG00000214435,AS3MT,TRUE,5.17067e-06,0.00038648
VOA6861,ENSG00000110203,FOLR3,TRUE,0.153035,4.5966
VOA6861,ENSG00000129518,EAPP,TRUE,1.06131,54.207
VOA6861,ENSG00000197943,PLCG2,TRUE,3.30366,584.167
VOA6861,ENSG00000255275,AL080251.1,TRUE,0.0201148,4.09558
VOA6861,ENSG00000160183,TMPRSS3,TRUE,0.0782208,11.458
VOA6861,ENSG00000101605,MYOM1,TRUE,0,0
VOA6861,ENSG00000100122,CRYBB1,TRUE,0,0
VOA6861,ENSG00000104938,CLEC4M,TRUE,0,0
VOA6861,ENSG00000148843,PDCD11,TRUE,0,0
VOA6861,ENSG00000170606,HSPA4,TRUE,111.988,11212.19
VOA6861,ENSG00000054654,SYNE2,TRUE,0.1025633,71.24791
VOA6861,ENSG00000136883,KIF12,TRUE,2.589547,229.804
VOA6861,ENSG00000254462,TMX2-CTNND1,TRUE,0,0
VOA6861,ENSG00000129873,CDY2B,TRUE,0,0
VOA6861,ENSG00000137449,CPEB2,TRUE,0,0
VOA6861,ENSG00000182326,C1S,TRUE,0.234055,30.2727
VOA6861,ENSG00000214189,ZNF788P,TRUE,0,0
VOA6861,ENSG00000162413,KLHL21,TRUE,0.137656,11.7774
VOA6861,ENSG00000164953,TMEM67,TRUE,0,0
VOA6861,ENSG00000133812,SBF2,TRUE,1.28553,46
VOA6861,ENSG00000169057,MECP2,TRUE,0,0
VOA6861,ENSG00000126895,AVPR2,TRUE,0,0
VOA6861,ENSG00000205363,C15orf59,TRUE,0.918848,51.6293
VOA6861,ENSG00000095303,PTGS1,TRUE,0.00385746,0.911289
VOA6861,ENSG00000182334,OR5P3,TRUE,0,0
VOA6861,ENSG00000160180,TFF3,TRUE,0,0
VOA6861,ENSG00000204420,MPIG6B,TRUE,0,0
VOA6861,ENSG00000115468,EFHD1,TRUE,9.10336,577.127
VOA6861,ENSG00000211450,SELENOH,TRUE,0.6289,33.7753
VOA6861,ENSG00000149451,ADAM33,TRUE,0.2414243,29.65673
VOA6861,ENSG00000119004,CYP20A1,TRUE,0.269836,23.625
VOA6861,ENSG00000148110,MFSD14B,TRUE,0,0
VOA6861,ENSG00000144659,SLC25A38,TRUE,22.1677,2114.68
VOA6861,ENSG00000185049,NELFA,TRUE,11.3314,1109.65
VOA6861,ENSG00000196313,POM121,TRUE,18.3203,4578.71
VOA6861,ENSG00000115568,ZNF142,TRUE,1.45891,44.3884
VOA6861,ENSG00000237412,PRSS56,TRUE,0,0
VOA6861,ENSG00000105409,ATP1A3,TRUE,8.0612,1338.26
VOA6861,ENSG00000151422,FER,TRUE,0,0
VOA6861,ENSG00000215193,PEX26,TRUE,7.83006,1424.58
VOA6861,ENSG00000255292,AP002884.3,TRUE,0,0
VOA6861,ENSG00000165671,NSD1,TRUE,0.400118,5.54483
VOA6861,ENSG00000110321,EIF4G2,TRUE,53.2831,6580.23
VOA6861,ENSG00000197603,CPLANE1,TRUE,1.46386,92.5903
VOA6861,ENSG00000177853,ZNF518A,TRUE,0,0
VOA6861,ENSG00000278782,AC136616.3,TRUE,0,0
VOA6861,ENSG00000283965,KCNH1,FALSE,0.266766490215531,10.4247770838038
VOA6861,ENSG00000281661,ZNF501,FALSE,0,0
VOA6861,ENSG00000280674,ZDHHC3,FALSE,29.2283368,3003.49791
VOA6861,ENSG00000281434,NDUFA10,FALSE,43.7113628,2557.44898
VOA6861,ENSG00000283993,AC245034.1,FALSE,0.223434,2.09686
VOA6861,ENSG00000284335,AC007537.5,FALSE,0.27344,8
VOA6861,ENSG00000283760,AC092824.3,FALSE,10.16768,95.4208
VOA6861,ENSG00000281601,ZNF780B,FALSE,1.903967,297.5154
VOA6861,ENSG00000281702,HMBS,FALSE,11.98810075361,685.0000127563
VOA6861,ENSG00000281500,SLC37A4,FALSE,0.1545194,16.29804
VOA6861,ENSG00000281178,MLXIP,FALSE,4.523372,303.59358
VOA6861,ENSG00000284573,AL161418.1,FALSE,0,0
VOA6861,ENSG00000284080,AC244216.4,FALSE,0.223434,2.09686
VOA6861,ENSG00000282908,FAT3,FALSE,2.910904,1161.74283
VOA6861,ENSG00000282243,LRIG1,FALSE,3.16560773,736.132956
VOA6861,ENSG00000282974,DPP6,FALSE,0.0579027,12.24852
VOA6861,ENSG00000285078,AC256309.3,FALSE,0,0
VOA6861,ENSG00000283807,AC256309.2,FALSE,6.31696,60.9676
VOA6861,ENSG00000283890,AC104534.3,FALSE,26.418,65.9444
VOA6861,ENSG00000284971,MUC2,FALSE,0,0
VOA6861,ENSG00000285333,AC079597.3,FALSE,2.9558,8.92306
VOA6861,ENSG00000284398,AC210544.1,FALSE,0.1439496,1.350926
VOA6861,ENSG00000284599,AC091491.1,FALSE,13.13548,123.2728
VOA6861,ENSG00000283852,BCAP29,FALSE,43.965212,2704.14226
VOA6861,ENSG00000283021,FBXO27,FALSE,22.584808,1757.36841
VOA6861,ENSG00000284254,HNRNPH1,FALSE,28.100664,1581.0038
VOA6861,ENSG00000284099,AC008393.2,FALSE,0,0
VOA6861,ENSG00000285426,RNF187,FALSE,11.1478,282.231
VOA6861,ENSG00000284009,PLSCR3,FALSE,3.09197,282.91
VOA6861,ENSG00000285073,AC027455.4,FALSE,2.18488,20.5044
VOA6861,ENSG00000283922,CRYM,FALSE,0.2029577,6
VOA6861,ENSG00000284282,POLR3E,FALSE,17.39163658,1624.496403
VOA6861,ENSG00000284349,SDR42E2,FALSE,0.0168184,2
VOA6861,ENSG00000283835,VWA3A,FALSE,0.2799514,33.766481
VOA6861,ENSG00000284487,MOSMO,FALSE,4.717869,668.61701
VOA6861,ENSG00000284316,PDZD9,FALSE,0.037978,2.11361
VOA6861,ENSG00000284493,UQCRC2,FALSE,112.67763,6456.61423
VOA6861,ENSG00000284548,METTL9,FALSE,2.6873231,363.603438
VOA6861,ENSG00000283934,IGSF6,FALSE,0.0574536,2.78617
VOA6861,ENSG00000283786,AC241640.2,FALSE,0,0
VOA6861,ENSG00000284077,AC241556.3,FALSE,2.33768,54.7494
VOA6861,ENSG00000283711,AC256236.1,FALSE,0,0
VOA6861,ENSG00000285017,TCAF2,FALSE,0.0364768,3.06044
VOA6861,ENSG00000284821,AC254813.1,FALSE,0,0
VOA6861,ENSG00000284950,AC246795.3,FALSE,1.903184,13.2524
VOA6861,ENSG00000285316,AC275401.5,FALSE,0,0
VOA6861,ENSG00000285259,AC270285.8,FALSE,0,0
VOA6861,ENSG00000284967,AC270285.2,FALSE,0,0
VOA6861,ENSG00000285197,AC270285.5,FALSE,0,0
VOA6861,ENSG00000284961,AC270277.1,FALSE,0,0
VOA6861,ENSG00000285021,AC270264.1,FALSE,0,0
VOA6861,ENSG00000285131,RP1L1,FALSE,0,0
VOA6861,ENSG00000285214,AC270276.1,FALSE,0,0
VOA6861,ENSG00000285313,AC270291.6,FALSE,1.97597,18.54392
VOA6861,ENSG00000285223,AC270253.2,FALSE,5.82932,34.4164
VOA6861,ENSG00000285371,MORN3,FALSE,0.517052,41.0519
VOA6861,ENSG00000285150,ORAI1,FALSE,0,0
VOA6861,ENSG00000285112,SLC52A2,FALSE,28.7038,2801.09
VOA6861,ENSG00000285453,TONSL,FALSE,11.2331229,2520.59504
VOA6861,ENSG00000285265,DLC1,FALSE,2.4151319,752.63117
VOA6861,ENSG00000285302,CHMP4A,FALSE,21.6279,575.888
VOA6861,ENSG00000284915,TINF2,FALSE,0.352988,27.6389
VOA6861,ENSG00000285358,NUP160,FALSE,12.1586121,2515.82304
VOA6861,ENSG00000285395,XYLT1,FALSE,0,0
VOA6861,ENSG00000285096,SLC14A2,FALSE,0.13690339,29.4096
VOA6861,ENSG00000280606,EIF3F,FALSE,64.31679,2522.14165
VOA6861,ENSG00000282046,GREM1,FALSE,0.0539851,37.9069
VOA6861,ENSG00000282513,FMN1,FALSE,1.95348162,813.085872
VOA6861,ENSG00000284076,GOLGA8T,FALSE,0,0
VOA6861,ENSG00000283589,GOLGA8N,FALSE,0.0752994,6.04264
VOA6861,ENSG00000284267,AL021154.3,FALSE,1.119048,10.50194
VOA6861,ENSG00000281013,NDUFA6,FALSE,43.1594,1874.38
VOA6861,ENSG00000280905,CYP2D6,FALSE,0,0
VOA6861,ENSG00000283804,AC254995.1,FALSE,0,0
VOA6861,ENSG00000283087,CPEB2,FALSE,1.906173,392.00012
VOA6861,ENSG00000283017,ERC1,FALSE,12.312747171399,4093.232009333
VOA6861,ENSG00000282848,MYO16,FALSE,0.033730900228946,9.004320074547
VOA6861,ENSG00000282945,CMTR2,FALSE,4.86138,502.34
VOA6861,ENSG00000282937,PRSS22,FALSE,3.2066478,92.31558
VOA6861,ENSG00000284531,AC244216.5,FALSE,0.223434,2.09686
VOA6861,ENSG00000282966,CYP2D6,FALSE,0,0
VOA6861,ENSG00000283995,AC007383.8,FALSE,2.61112,25.201
VOA6861,ENSG00000284455,AC017081.4,FALSE,6.46512,62.3974
VOA6861,ENSG00000284220,AC017081.3,FALSE,11.32096,106.244
VOA6861,ENSG00000282891,STATH,FALSE,0,0
VOA6861,ENSG00000282967,HTN3,FALSE,0,0
VOA6861,ENSG00000283046,HTN1,FALSE,0,0
VOA6861,ENSG00000282833,PHACTR1,FALSE,1.4138245,154.01186
VOA6861,ENSG00000284001,AC127537.2,FALSE,0.957664,9.1152
VOA6861,ENSG00000284396,AC275455.2,FALSE,0.788652,7.50652
VOA6861,ENSG00000283284,CYP2D6,FALSE,0,0
VOA6861,ENSG00000283140,AC255093.3,FALSE,0,0
VOA6861,ENSG00000283834,CT476828.4,FALSE,0,0
VOA6861,ENSG00000283750,FCAR,FALSE,0.00181484,0.0773146
VOA6861,ENSG00000284113,NCR1,FALSE,0.0147153,1.02034
VOA6861,ENSG00000284111,KIR3DS1,FALSE,0,0
VOA6861,ENSG00000284301,KIR2DL5B,FALSE,0,0
VOA6861,ENSG00000284016,KU645196.2,FALSE,0,0
VOA6861,ENSG00000283889,KIR3DS1,FALSE,0,0
VOA6861,ENSG00000283719,KIR3DS1,FALSE,0,0
VOA6861,ENSG00000284208,NCR1,FALSE,0.0147153,1.02034
VOA6861,ENSG00000284780,CADM2,FALSE,0.0125548,0.5
VOA6861,ENSG00000284768,OR2A12,FALSE,0.0182383,3.53052
VOA6861,ENSG00000285322,CTAGE4,FALSE,4.91791,574.766
VOA6861,ENSG00000284790,ARHGEF35,FALSE,6.95481,759.645
VOA6861,ENSG00000285175,CTAGE8,FALSE,2.87146,335.593
VOA6861,ENSG00000284903,AC226593.1,FALSE,0,0
VOA6861,ENSG00000285137,MGAT4C,FALSE,0,0
VOA6861,ENSG00000285189,SLC39A11,FALSE,12.8960071,1056.06767
VOA6861,ENSG00000284908,NAALADL2,FALSE,0.27599857,27.643325
VOA6861,ENSG00000285075,TPK1,FALSE,21.491142,1883.70721
VOA6861,ENSG00000205704,LINC00634,TRUE,1.57471,5.53778
VOA6861,ENSG00000281228,AL132640.3,TRUE,0,0
VOA6861,ENSG00000281072,AC073476.4,TRUE,0,0
VOA6861,ENSG00000280126,AC069542.2,TRUE,0,0
VOA6861,ENSG00000283909,AL593848.1,FALSE,2.51454,23.9338
VOA6861,ENSG00000284215,AC245056.4,FALSE,3.21791,97.9074
VOA6861,ENSG00000283976,AC244216.3,FALSE,6.75167,206.411
VOA6861,ENSG00000283756,LO000005.1,FALSE,32.5915,292.936
VOA6861,ENSG00000284056,AC027455.2,FALSE,28.0852,101.464
VOA6861,ENSG00000284794,AC275639.1,FALSE,2.5859,6
VOA6861,ENSG00000285334,AC073264.5,FALSE,3.6606,85.1977
VOA6861,ENSG00000284787,AC275440.1,FALSE,0.117026,2.72369
VOA6861,ENSG00000285004,AC275401.4,FALSE,0.928998,5.27196
VOA6861,ENSG00000285352,AC275401.6,FALSE,5.80952,166.574
VOA6861,ENSG00000284940,AC270267.2,FALSE,0.928998,5.27196
VOA6861,ENSG00000284757,AC270293.1,FALSE,0.327034,5.42634
VOA6861,ENSG00000284597,AC044810.9,FALSE,6.60742,174.023
VOA6861,ENSG00000284281,AC245056.5,FALSE,3.21791,97.9074
VOA6861,ENSG00000285235,AC024918.1,FALSE,13.4271,418.341
VOA6861,ENSG00000283707,AC275455.1,FALSE,3.16907,74.2207
VOA6861,ENSG00000285148,AC079949.3,FALSE,13.7234,375.438
VOA6861,ENSG00000285174,AC240508.1,FALSE,5.53728,172.521
VOA6861,ENSG00000240602,AADACP1,TRUE,0,0
VOA6861,ENSG00000275976,SPDYE11,TRUE,0.0744828,1.87119
VOA6861,ENSG00000169763,PRYP3,TRUE,0,0
VOA6861,ENSG00000237621,OR9A1P,TRUE,0,0
VOA6861,ENSG00000245958,AC093752.1,TRUE,1.83045,21.5813
VOA6861,ENSG00000198452,OR14L1P,TRUE,0,0
VOA6861,ENSG00000161643,SIGLEC16,TRUE,0,0
VOA6861,ENSG00000255425,OR8G3P,TRUE,0,0
VOA6861,ENSG00000262461,SPDYE9P,TRUE,0,0
VOA6861,ENSG00000197674,OR51C1P,TRUE,0,0
VOA6861,ENSG00000226314,ZNF192P1,TRUE,0.0458682,1.38888
VOA6861,ENSG00000181017,OR56B2P,TRUE,0,0
VOA6861,ENSG00000273756,AC100756.3,TRUE,0,0
VOA6861,ENSG00000237850,AC091304.1,TRUE,0,0
VOA6861,ENSG00000284578,SMG1P1,FALSE,4.9389071,570.00345
VOA6861,ENSG00000283987,RRN3P3,FALSE,2.57139,346.63864
VOA6861,ENSG00000283943,AC241401.2,FALSE,0,0
VOA6861,ENSG00000283826,SMG1P4,FALSE,2.303041,318.6403
VOA6861,ENSG00000285059,OR2A20P,FALSE,1.123480980193,59.078730072
VOA6861,ENSG00000285362,OR2A9P,FALSE,0,0
VOA6861,ENSG00000257053,Z98941.1,TRUE,0,0
VOA6861,ENSG00000277624,AL391987.6,TRUE,0.359314,1
VOA6861,ENSG00000236280,AC114737.2,TRUE,2.15648,4.36514
VOA6861,ENSG00000218305,CDC14C,TRUE,0,0
VOA6861,ENSG00000225704,AL031274.1,TRUE,0.260398,1
VOA6861,ENSG00000264811,AC138761.2,TRUE,0,0
VOA6861,ENSG00000265567,AC138761.4,TRUE,0.0752928,0.556437
VOA6861,ENSG00000264562,AC138761.1,TRUE,0,0
VOA6861,ENSG00000266746,AC209154.1,TRUE,0.506711,4
VOA6861,ENSG00000276135,FAM27E2,TRUE,0,0
VOA6861,ENSG00000240979,AL353813.1,TRUE,1.09444,5.00552
VOA6861,ENSG00000170152,AL391987.1,TRUE,0,0
VOA6861,ENSG00000204805,FAM27E4,TRUE,0,0
VOA6861,ENSG00000249962,AL157400.5,TRUE,4.05559,85.5203
VOA6861,ENSG00000277979,AL591926.5,TRUE,0,0
VOA6861,ENSG00000276795,AL391987.5,TRUE,0,0
VOA6861,ENSG00000284226,AC243614.1,FALSE,0,0
VOA6861,ENSG00000284243,AC275435.2,FALSE,0.096369,3.5
VOA6861,ENSG00000282839,RPS4XP18,FALSE,0,0
VOA6861,ENSG00000285353,AC093698.4,FALSE,0,0
VOA6861,ENSG00000285288,PPIAP83,FALSE,0,0
VOA6861,ENSG00000261963,CCDC92B,TRUE,0.884112,30
VOA6861,ENSG00000284404,AC241640.6,FALSE,0,0
VOA6861,ENSG00000283814,MFSD13B,FALSE,0.102504,5.5
VOA6861,ENSG00000213846,AC098614.1,TRUE,0.616666,49.306
VOA6861,ENSG00000267459,AC006116.7,TRUE,0,0
VOA6861,ENSG00000274026,FAM27E3,TRUE,2.83411,22.7247
VOA6861,ENSG00000285138,AC016629.3,TRUE,9.08454,133.036
VOA6861,ENSG00000262554,AC004232.1,TRUE,0,0
VOA6861,ENSG00000213753,CENPBD1P1,TRUE,1.39057,10.8064
VOA6861,ENSG00000268036,AC007228.1,TRUE,0.80403,1
VOA6861,ENSG00000225366,TDGF1P3,TRUE,0,0
VOA6861,ENSG00000250989,AL390726.2,TRUE,0.382922,3.11652
VOA6861,ENSG00000284023,SLC7A5P2,FALSE,9.80789,166.511
VOA6861,ENSG00000215365,FAM90A22P,TRUE,0,0
VOA6861,ENSG00000230358,SPDYE21P,TRUE,0.305875,9.51506
VOA6861,ENSG00000254597,FAM90A10P,TRUE,0,0
VOA6861,ENSG00000237122,FAM90A19P,TRUE,0.00425384,0.25
VOA6861,ENSG00000241737,FAM90A23P,TRUE,0,0
VOA6861,ENSG00000189393,FAM90A14P,TRUE,0,0
VOA6861,ENSG00000224710,FAM90A8P,TRUE,0,0
VOA6861,ENSG00000186645,SPDYE17,TRUE,1.09553,31.7316
VOA6861,ENSG00000227989,AC010141.1,TRUE,0,0
VOA6861,ENSG00000274457,AC000041.2,TRUE,0,0
VOA6861,ENSG00000231656,FAM90A18P,TRUE,0.00425384,0.25
VOA6861,ENSG00000229477,FAM90A16P,TRUE,0,0
VOA6861,ENSG00000242879,AC006335.2,TRUE,0.402021,3.05736
VOA6861,ENSG00000235719,FAM197Y10,TRUE,0,0
VOA6861,ENSG00000227717,AC138749.1,TRUE,0,0
VOA6861,ENSG00000236660,FAM90A7P,TRUE,0,0
VOA6861,ENSG00000235825,FAM90A9P,TRUE,0.00425384,0.25
VOA6861,ENSG00000277208,AL627230.5,TRUE,0,0
VOA6861,ENSG00000254714,AP006587.1,TRUE,0,0
VOA6861,ENSG00000274911,AL627230.2,TRUE,0.82747,18.8154
