model_or_reference	run_id	metric	value	unit	denominator	target_file_id	source_path	status	notes
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	fastp_q30_rate_after_filtering	0.9173	fraction of bases	bases after filtering		wes/sarek_3.5.1_run/reports/fastp/TOV2835EP_P64/TOV2835EP_P64-6.fastp.json	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	fastp_gc_content_after_filtering	0.4317	fraction	bases after filtering		wes/sarek_3.5.1_run/reports/fastp/TOV2835EP_P64/TOV2835EP_P64-6.fastp.json	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	fastp_duplication_rate	0.121	fraction of reads	fastp sequence-level estimate before alignment		wes/sarek_3.5.1_run/reports/fastp/TOV2835EP_P64/TOV2835EP_P64-6.fastp.json	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	fastp_insert_size_peak	169	bp	fastp overlap-based estimate		wes/sarek_3.5.1_run/reports/fastp/TOV2835EP_P64/TOV2835EP_P64-6.fastp.json	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	fastp_read_length_mean_R1	100	bp			wes/sarek_3.5.1_run/reports/fastp/TOV2835EP_P64/TOV2835EP_P64-6.fastp.json	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_raw_total_sequences	126522962	reads	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/TOV2835EP_P64/TOV2835EP_P64.md.cram.stats	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_reads_mapped	126498904	reads	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/TOV2835EP_P64/TOV2835EP_P64.md.cram.stats	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_reads_mapped_and_paired	126495362	reads	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/TOV2835EP_P64/TOV2835EP_P64.md.cram.stats	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_reads_properly_paired	125391044	reads	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/TOV2835EP_P64/TOV2835EP_P64.md.cram.stats	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_reads_duplicated	24305722	reads	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/TOV2835EP_P64/TOV2835EP_P64.md.cram.stats	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_reads_MQ0	16327717	reads	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/TOV2835EP_P64/TOV2835EP_P64.md.cram.stats	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_reads_unmapped	24058	reads	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/TOV2835EP_P64/TOV2835EP_P64.md.cram.stats	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_error_rate	4.976211e-03	fraction	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/TOV2835EP_P64/TOV2835EP_P64.md.cram.stats	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_average_length	100	bp	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/TOV2835EP_P64/TOV2835EP_P64.md.cram.stats	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_insert_size_average	239.7	bp	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/TOV2835EP_P64/TOV2835EP_P64.md.cram.stats	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_insert_size_standard_deviation	98.2	bp	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/TOV2835EP_P64/TOV2835EP_P64.md.cram.stats	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_percentage_of_properly_paired_reads_pct	99.1	percent	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/TOV2835EP_P64/TOV2835EP_P64.md.cram.stats	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_bases_mapped_cigar	12643848329	bp	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/TOV2835EP_P64/TOV2835EP_P64.md.cram.stats	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_average_quality	38.0	reads	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/TOV2835EP_P64/TOV2835EP_P64.md.cram.stats	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_raw_total_sequences	91834906	reads	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/TOV2835EP_P64/TOV2835EP_P64.recal.cram.stats	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_reads_mapped	91833442	reads	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/TOV2835EP_P64/TOV2835EP_P64.recal.cram.stats	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_reads_mapped_and_paired	91831522	reads	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/TOV2835EP_P64/TOV2835EP_P64.recal.cram.stats	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_reads_properly_paired	91402349	reads	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/TOV2835EP_P64/TOV2835EP_P64.recal.cram.stats	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_reads_duplicated	18035548	reads	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/TOV2835EP_P64/TOV2835EP_P64.recal.cram.stats	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_reads_MQ0	10604608	reads	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/TOV2835EP_P64/TOV2835EP_P64.recal.cram.stats	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_reads_unmapped	1464	reads	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/TOV2835EP_P64/TOV2835EP_P64.recal.cram.stats	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_error_rate	4.441082e-03	fraction	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/TOV2835EP_P64/TOV2835EP_P64.recal.cram.stats	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_average_length	100	bp	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/TOV2835EP_P64/TOV2835EP_P64.recal.cram.stats	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_insert_size_average	225.4	bp	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/TOV2835EP_P64/TOV2835EP_P64.recal.cram.stats	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_insert_size_standard_deviation	88.1	bp	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/TOV2835EP_P64/TOV2835EP_P64.recal.cram.stats	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_percentage_of_properly_paired_reads_pct	99.5	percent	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/TOV2835EP_P64/TOV2835EP_P64.recal.cram.stats	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_bases_mapped_cigar	9160804524	bp	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/TOV2835EP_P64/TOV2835EP_P64.recal.cram.stats	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_average_quality	33.9	reads	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/TOV2835EP_P64/TOV2835EP_P64.recal.cram.stats	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_md_mean_depth_genome	2.89	x	whole reference (3213657735 bp)		wes/sarek_3.5.1_run/reports/mosdepth/TOV2835EP_P64/TOV2835EP_P64.md.mosdepth.summary.txt	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_md_mean_depth_target	82.46	x	target bases (63709951 bp, --by intervals_sorted.bed)	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/TOV2835EP_P64/TOV2835EP_P64.md.mosdepth.summary.txt	found	mean of per-base depth over the target footprint; mosdepth counts duplicates unless flagged (Sarek default)
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_md_fraction_target_bases_ge_100x	0.23	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/TOV2835EP_P64/TOV2835EP_P64.md.mosdepth.region.dist.txt	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_md_fraction_target_bases_ge_50x	0.56	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/TOV2835EP_P64/TOV2835EP_P64.md.mosdepth.region.dist.txt	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_md_fraction_target_bases_ge_30x	0.77	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/TOV2835EP_P64/TOV2835EP_P64.md.mosdepth.region.dist.txt	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_md_fraction_target_bases_ge_20x	0.87	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/TOV2835EP_P64/TOV2835EP_P64.md.mosdepth.region.dist.txt	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_md_fraction_target_bases_ge_10x	0.95	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/TOV2835EP_P64/TOV2835EP_P64.md.mosdepth.region.dist.txt	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_md_fraction_target_bases_ge_1x	0.99	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/TOV2835EP_P64/TOV2835EP_P64.md.mosdepth.region.dist.txt	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_recal_mean_depth_genome	2.14	x	whole reference (3092843764 bp)		wes/sarek_3.5.1_run/reports/mosdepth/TOV2835EP_P64/TOV2835EP_P64.recal.mosdepth.summary.txt	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_recal_mean_depth_target	82.46	x	target bases (63709444 bp, --by intervals_sorted.bed)	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/TOV2835EP_P64/TOV2835EP_P64.recal.mosdepth.summary.txt	found	mean of per-base depth over the target footprint; mosdepth counts duplicates unless flagged (Sarek default)
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_recal_fraction_target_bases_ge_100x	0.23	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/TOV2835EP_P64/TOV2835EP_P64.recal.mosdepth.region.dist.txt	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_recal_fraction_target_bases_ge_50x	0.56	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/TOV2835EP_P64/TOV2835EP_P64.recal.mosdepth.region.dist.txt	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_recal_fraction_target_bases_ge_30x	0.77	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/TOV2835EP_P64/TOV2835EP_P64.recal.mosdepth.region.dist.txt	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_recal_fraction_target_bases_ge_20x	0.87	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/TOV2835EP_P64/TOV2835EP_P64.recal.mosdepth.region.dist.txt	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_recal_fraction_target_bases_ge_10x	0.95	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/TOV2835EP_P64/TOV2835EP_P64.recal.mosdepth.region.dist.txt	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_recal_fraction_target_bases_ge_1x	0.99	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/TOV2835EP_P64/TOV2835EP_P64.recal.mosdepth.region.dist.txt	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	gatk_calculatecontamination_estimate	0.0016888575511987722	fraction	GetPileupSummaries on af-only-gnomad.hg38 sites within calling intervals; tumour-only		wes/sarek_3.5.1_run/variant_calling/mutect2/TOV2835EP_P64/TOV2835EP_P64.mutect2.contamination.table	found	cross-sample contamination estimate, error=0.0010991575374194535; not a stock-authentication result
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_kilby (session 26cf85bf, Slurm 3377445, 2025-10-24, failed at GETPILEUPSUMMARIES TOV3133D_P66)	cnvkit_reads_in_target_bins	59030743	reads	mapped reads in recal BAM (interval-restricted)	cnvkit.reference.target-tmp.bed (242,421 bins)	wes/sarek_3.5.1_run/task_evidence/oct24_CNVKIT_BATCH_TOV2835EP_P64.36_d2b6b1fc50b36bdee99aeaaae32dcf/.command.err	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_kilby (session 26cf85bf, Slurm 3377445, 2025-10-24, failed at GETPILEUPSUMMARIES TOV3133D_P66)	cnvkit_percent_mapped_reads_in_target_bins	64.232	percent	91902948 mapped reads in recal BAM (interval-restricted, so not a genome-wide on-target fraction)	cnvkit.reference.target-tmp.bed (242,421 bins)	wes/sarek_3.5.1_run/task_evidence/oct24_CNVKIT_BATCH_TOV2835EP_P64.36_d2b6b1fc50b36bdee99aeaaae32dcf/.command.err	found	Sarek-internal CNVkit batch (flat reference) task log; recal CRAM excludes off-interval reads, so genome-wide on-target fraction must use md CRAM stats
TOV2835EP_P64	manual CNVkit 0.9.10 batch (apptainer image cnvkit-0.9.10--pyhdfd78af_0.img), outputs dated 2025-11-14 to 2025-12-03	cnvkit_target_mean_depth_length_weighted	91.61	x	63514049 bp in 290475 target bins (CNVkit depth column)	intervals_sorted.target.bed (290,475 CNVkit autobin-split target bins, sha256 2177970f...; 63,514,049 bp)	wes/cnvkit_0.9.10_manual/TOV2835EP_P64_new/TOV2835EP_P64.targetcoverage.cnn	found	derived here from the retained coverage file; not a pipeline-reported number
TOV2835EP_P64	manual CNVkit 0.9.10 batch (apptainer image cnvkit-0.9.10--pyhdfd78af_0.img), outputs dated 2025-11-14 to 2025-12-03	cnvkit_target_bins_zero_depth	1600	bins	290475 target bins	intervals_sorted.target.bed (290,475 CNVkit autobin-split target bins, sha256 2177970f...; 63,514,049 bp)	wes/cnvkit_0.9.10_manual/TOV2835EP_P64_new/TOV2835EP_P64.targetcoverage.cnn	found	derived here
TOV2835EP_P64	manual CNVkit 0.9.10 batch (apptainer image cnvkit-0.9.10--pyhdfd78af_0.img), outputs dated 2025-11-14 to 2025-12-03	cnvkit_call_segments	106	segments		intervals_sorted.target.bed (290,475 CNVkit autobin-split target bins, sha256 2177970f...; 63,514,049 bp)	wes/cnvkit_0.9.10_manual/TOV2835EP_P64_new/TOV2835EP_P64.call.cns	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	bcftools_stats_filtered_vcf_number_of_records	29323	records	all records in mutect2.filtered.vcf.gz (PASS and non-PASS)		wes/sarek_3.5.1_run/multiqc/multiqc_data/multiqc_bcftools_stats.txt	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	bcftools_stats_filtered_vcf_number_of_SNPs	17290	records	all records in mutect2.filtered.vcf.gz (PASS and non-PASS)		wes/sarek_3.5.1_run/multiqc/multiqc_data/multiqc_bcftools_stats.txt	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	bcftools_stats_filtered_vcf_number_of_indels	9622	records	all records in mutect2.filtered.vcf.gz (PASS and non-PASS)		wes/sarek_3.5.1_run/multiqc/multiqc_data/multiqc_bcftools_stats.txt	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	bcftools_stats_filtered_vcf_number_of_MNPs	2749	records	all records in mutect2.filtered.vcf.gz (PASS and non-PASS)		wes/sarek_3.5.1_run/multiqc/multiqc_data/multiqc_bcftools_stats.txt	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	bcftools_stats_filtered_vcf_tstv	1.07	ratio	all records in mutect2.filtered.vcf.gz (PASS and non-PASS)		wes/sarek_3.5.1_run/multiqc/multiqc_data/multiqc_bcftools_stats.txt	found	
TOV2835EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	vcftools_filtered_vcf_PASS_records	780	records	records in mutect2.filtered.vcf.gz		wes/sarek_3.5.1_run/reports/vcftools/mutect2/TOV2835EP_P64/TOV2835EP_P64.mutect2.filtered.FILTER.summary	found	
TOV2881EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	fastp_total_reads_before_filtering	127249330	reads (R1+R2)	all reads in provider BAM converted to FASTQ		wes/sarek_3.5.1_run/reports/fastp/TOV2881EP_P64/TOV2881EP_P64-7.fastp.json	found	
TOV2881EP_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	fastp_total_reads_after_filtering	124597136	reads (R1+R2)	reads passing fastp --length_required 15 (adapter trimming disabled)		wes/sarek_3.5.1_run/reports/fastp/TOV2881EP_P64/TOV2881EP_P64-7.fastp.json	found	
